label,text
A,Voetballers @vvDrienerlo 1 kunnen morgen kampioen worden tijdens @Batavierenrace. Dubbel feest dus. http://t.co/ewQlHR9dDS #amateurvoetbal
A,RT @UTNieuws: Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten l
A,RT @UTNieuws: Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten l
A,RT @UTNieuws: Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten l
A,"Spullen gepakt, nu ff lunchen en dan op naar Enschede voor de @Batavierenrace"
A,RT @UTNieuws: Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten l
A,"Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
P,"Tjonge, wat 'n indrukwekkende commandocentrale op vloer 5 #Vrijhof voor de #batavierenrace. Het lijkt wel of er een inhuldiging plaatsvindt!"
A,batavierenrace van start gegaan!
A,op de ochtend van de #Batavierenrace nog aan je scriptie willen werken #kansloos #onrustig
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,"RT @katjahunfeld: Tjonge, wat 'n indrukwekkende commandocentrale op vloer 5 #Vrijhof voor de #batavierenrace. Het lijkt wel of er een inhul"
A,RT @UTNieuws: Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten l
A,"Is EOS Chauss Team er klaar voor?! Topweer en op naar de Batavierenrace! In estafette, 175km van Nijmegen naar Enschede. Let's do it :)"
A,"Klaarmaken, spullen pakken &amp  op naar Enschede voor de batavierenrace!"
A,Op weg naar Enschede voor opbouw meldkamer Wedstrijdleiding voor de @batavierenrace.
A,"Over 11 uur start ik bij de #batavierenrace, dit jaar een sponsorloop voor het goede doel. Steun team S&amp B via http://t.co/CZNk5095if Dank!"
A,"RT @Batavierenrace Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/aIZ15qdvf7"
A,Straks op weg naar Enschede. Op naar de #batavierenrace!!
A,In de trein richting Enschede met #FSV #Fysiek. Tijd voor de #batavierenrace
A,Ben je er klaar voor? Kun je dat ooit echt zijn! Ja! Helemaal ready voor morgen batavierenrace en vanaf maandag een week Sint-Petersburg!
A,Kom morgen de lopers van de grootste estafetteloop van de Benelux @Batavierenrace aanmoedigen in #stadvannu!
A,Morgen zijn de Clean Teams er weer @Batavierenrace spot ze in het centrum van Enschede. Herken ze aan hun groene kleding! #dtevenementen
A,"Morgenvroeg komt Batavierenrace, grootste studenten estafetteloop vd wereld, door Montferland. Herstart #DRUIndustriepark Ulft, wisselpunt"
A,Nog een paar uurtjes en we gaan weer van start in de @Batavierenrace. Belangrijkste is de lol en de heerlijke dag die we gaan hebben! Zin in
A,Om middernacht start de Batavierenrace. Net als vorig jaar krijgt Alleen de nachtploeg
N,"Om middernacht start de Batavierenrace. Volgens verwachting krijgt net als vorig jaar de nachtploeg te maken met regen, circa 5 graden."
A,@Batavierenrace @Aeolusrun @Appeltaart200  Kom maar op! Wie het laatst op de sintelbaan is betaalt het bier!
A,De reis naar Enschede is begonnen. Weekendje Batavierenrace beleven vanuit een tentje op de campus. Bijzijn is meemaken. #Batavierenrace
A,RT @enschede: Kom morgen de lopers van de grootste estafetteloop van de Benelux @Batavierenrace aanmoedigen in #stadvannu!
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,De kratjes per ploeg staan klaar! @Batavierenrace http://t.co/HhLQhoIbSt
A,Enenveertigste Batavierenrace van start http://t.co/qBdwUWQPbt #tvefm #enschede #batavierenrace #bataradio
P,Laatste loodjes leggen voor de batavierenrace! Ben er klaar voor!
A,"RT @MaaikePlatvoet: Die #koningsspelen zijn heel leuk, maar de #batavierenrace is fantastisch! Aftellen..."
A,Enenveertigste Batavierenrace van start: In #Nijmegen gaat exact om middernacht voor de nenveerti... http://t.co/ntmBn0XPVF #Enschede
A,@Batavierenrace waar komen de uitslagen?
N,"Vannacht @Batavierenrace lopen? Bereid je goed voor, in de nacht kan het koud zijn. Pas op voor #onderkoeling! http://t.co/3RsjmhogmV #EHBO"
A,"Vanavond namens #kwf een presentatie geven in Nijmegen bij de #batavierenrace, de powerpoint is klaar. De start is om 0.00 uur  -)"
N,De bata is begonnen! In de stromende regen 5 tenten opgezet! #bata2013 #batavierenrace #hopendathetmorgenbeterweeris http://t.co/J5F96KVvSd
P,Perfecte weer voor een @Batavierenrace... Not! Hopen op betere weer!
A,Twitterloze Klaas heeft dr zin in.. op naar de #batavierenrace met @FSVFysiek http://t.co/uHTTuly7sp
A,"RT @EersteHulpWiki: Vannacht @Batavierenrace lopen? Bereid je goed voor, in de nacht kan het koud zijn. Pas op voor #onderkoeling! http://t"
A,RT @tvefm: Enenveertigste Batavierenrace van start http://t.co/qBdwUWQPbt #tvefm #enschede #batavierenrace #bataradio
A,Aan de bijrijdersfiets zal het niet liggen vannacht en morgen! #Batavierenrace #avphoenix http://t.co/Yh1SZhkZ3K
A,RT @UniTeamAdam: De teamkleding is geleverd! Hier ploegleider @KrijnSchagen met het eerste exemplaar. #UniTeamAdam #Batavierenrace http://t
C,"Alle deelnemers aan de #Batavierenrace veel succes! Studentenatletiek is alom vertegenwoordigd,dat de beste mogen winnen en iedereen plezier"
A,@Batavierenrace Kijkje achter de schermen bij de bata: uitzoekkamer wedstrijdleiding bijna up-and-runnend http://t.co/xMcTsggO3x
A,Participating in the #batavierenrace ? Download the #batabusjestracker and win some nice prizes! http://t.co/90Z9H3LDJ4
A,"Volg de @Batavierenrace via http://t.co/DSwCDfLbsu, http://t.co/TiMNFsMK1l en @UTNieuws. We zijn erbij van start tot finish! #batavierenrace"
A,RT @BITatUT: Participating in the #batavierenrace ? Download the #batabusjestracker and win some nice prizes! http://t.co/90Z9H3LDJ4
N,"Ik denk aan jullie! RT @HandbalUS: Om middernacht start de Batavierenrace. Verwachting: nachtploeg krijgt te maken met regen, 5 graden."
C,"@UniTeamAdam Bij deze veel succes @ de 175 km lange #Batavierenrace vannacht en morgen,  good memories! #lopenzonderslaap #feest #Vestingbar"
A,Gezellig avondje #OutraVezNijmegen https://t.co/u20tmkS3Bc
A,http://t.co/lkqg07sgfy De sintelbaan ligt er nu nog wat triest bij. Hopelijk morgen beter weer bij de finish van de @batavierenrace
A,RT @UTNieuws: Over iets meer dan 12 uur klinkt het startschot voor de 41ste #batavierenrace. @UTNieuws doet verslag vanaf meerdere punten l
A,Veel plezier @radiozsp @asvzhtc tijdens de batavierenrace en met het busje van @ffbusjehuren #trots #bata2013 http://t.co/wckMEj5Xd9
A,RT @UTNieuws: http://t.co/lkqg07sgfy De sintelbaan ligt er nu nog wat triest bij. Hopelijk morgen beter weer bij de finish van de @batavier
P,Only a few hours to go! ESN TWENTE and a crew of 25 internationals at the Bata! Watch out for running number 147! #batavierenrace
A,@kokkie81 @Batavierenrace Succes!
P,Drie liter pannenkoekenbeslag gemaakt. Laat die #batavierenrace maar beginnen!
A,En de route is nu ook analoog beschikbaar op de uitzoekkamer. Hopelijk niet nodig :-) @Batavierenrace http://t.co/GpYYGcMGMt
A,"Volg de US runners op de Android Batavierenrace app (gratis), team nr. 3."
A,Off to Enschede! #Batavierenrace Lets GO!!
A,Zoo Genoeg gewerkt voor vandaag. Nu de laatste voorbereidingen voor de #batavierenrace. Hopelijk straks droog naar Nijmegen rijden.
A,"RT @Gem_OIJ: Morgen komt #Batavierenrace, grootste studenten estafetteloop vd wereld, door OIJ. Herstart #DRUIndustriepark #Ulft, wisselpun"
A,RT @enschede: Kom morgen de lopers van de grootste estafetteloop van de Benelux @Batavierenrace aanmoedigen in #stadvannu!
A,Zelfs #TwenteSport besteedt aandacht aan grootse studenten sport evenement #batavierenrace. http://t.co/XOa4kEQmV4 morgen finish #enschede.
A,Na de kick-off van de @TVMschaatsploeg nu opmaken voor de Batavierenrace. De eerste etappe start vannacht.
P,@kmedendo @Mariet_Jans hij is er weer klaar voor! #bata13 http://t.co/JLw4AV45VA
A,gemiddelde leeftijd vd US nachtploeg is 40 jaar  zou wel eens de hoogste kunnen zijn bij de Batavierenrace.
A,"@TritaniumBata, We zijn in de lucht! Lekker hitjes en gaan met die bus naar NIJMEGEN #bata2013 #HTFU"
P,@HWJanssen @Mariet_Jans Dat ziet er goed uit!! Thanks!! @jansenpam komt m als t goed is zo halen! #bata2013
A,Over een kleine 7 uur gaat de Batavierenrace weer van start. Oranjewoud wenst alle teams een goede race! Go-go-go en geniet!
A,On our way to BATA!!!!#batavierenrace http://t.co/6UDvFk4OYY
A,Spannend! Op weg om straks (ergens heeel vroeg morgenochtend) de #batavierenrace te rennen!
A,RT @Oranjewoud: Over een kleine 7 uur gaat de Batavierenrace weer van start. Oranjewoud wenst alle teams een goede race! Go-go-go en geniet!
A,Onderweg naar Eanske voor de @Batavierenrace! #Nimma #Bata
A,Mentaal aan het voorbereiden op de kampioenswedstrijd  n hopelijk kampioensfeestje van vanavond. #Volleybal Morgen #Batavierenrace
A,Vannacht hardlopen en daarna party @Batavierenrace met @ZHTC en @RadioZSP
A,RT @ffbusjehuren: Veel plezier @radiozsp @asvzhtc tijdens de batavierenrace en met het busje van @ffbusjehuren #trots #bata2013 http://t.co
A,RT @ffbusjehuren: Veel plezier @radiozsp @asvzhtc tijdens de batavierenrace en met het busje van @ffbusjehuren #trots #bata2013 http://t.co
A,Bodem leggen voor de @batavierenrace en dan zijn we er helemaal klaar voor! #motorrijden #verkeersregelen
A,Lopers Batavierenrace hebben al meer dan 8000 euro opgehaald voor www.bata4life! WB-alumnus Alfred Stobbelaar voert lopers-klassement aan.
A,RT @comram: #utwente getting ready for #batavierenrace and the biggest student party in Europe - rainy weather :-( http://t.co/0hL9uwMXiY
A,Lopers Batavierenrace hebben al meer dan 8000 euro opgehaald! WB-alumnus Alfred Stobbelaar voert lopersklassement aan http://t.co/5NwlmHZ5kI
A,RT @alumniUT: Lopers Batavierenrace hebben al meer dan 8000 euro opgehaald! WB-alumnus Alfred Stobbelaar voert lopersklassement aan http://
A,RT @alumniUT: Lopers Batavierenrace hebben al meer dan 8000 euro opgehaald! WB-alumnus Alfred Stobbelaar voert lopersklassement aan http://
A,Batavierenrace-weekend. Alweer. #2003-2013
A,Alle voorbereidingen zijn getroffen. #batavierenrace @SVArboricultura  is er klaar voor!
A,RT @ffbusjehuren: Veel plezier @radiozsp @asvzhtc tijdens de batavierenrace en met het busje van @ffbusjehuren #trots #bata2013 http://t.co
A,"Straks richting Nijmegen en dan vannacht 7,4 km hardlopen in Duitsland #Batavierenrace"
A,Komen jullie ook onze renners aanmoedigen? De eerste is onze heldin Marloes en start vanacht om 1 uur #batavierenrace
A,"RT @annekeveltman: Batavierenrace voor KWF dit weekend, sponsor Roelyn van der Hoek via http://t.co/hOJ3Thn8eY, ze zal er hard voor lopen!"
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,Komen jullie ook onze renners aanmoedigen? De eerste start om 1 uur vanacht vanaf de campus in Nijmegen @Batavierenrace
A,Ik wens @rdasselaar en @VanDasje  heel veel succes met hun etappes in de @Batavierenrace! En daarna feest! _
P,Ideale voorbereiding voor de Batavierenrace start nu. Pomp it up! (@ TU/e Studenten Sport Centrum) http://t.co/MoNk867E5L
A,In Nijmegen. Bbq batavierenrace.
A,RT @Oranjewoud: Over een kleine 7 uur gaat de Batavierenrace weer van start. Oranjewoud wenst alle teams een goede race! Go-go-go en geniet!
A,"Spullen aan het inpakken, zodadelijk richting enschede vertrekken en dan vannacht om 3:00 opstaan voor de #batavierenrace"
N,"Afijn. Batavierenrace dit weekend. Het is twee graden, het regent en ik moet om 0630 tien kilometer lopen. #bata"
A,"Voor iedereen die meeloopt met de Batavierenrace: veel succes! En dan in het bijzonder natuurlijk nr. 112: zet 'm op, Betonnen Bikkels!"
A,De hordes campinggasten beginnen binnen te komen. #batavierenrace
A,RT @mdasselaar: Ik wens @rdasselaar en @VanDasje  heel veel succes met hun etappes in de @Batavierenrace! En daarna feest! _
A,Op naar Enschede voor het lopen van de #batavierenrace.
A,In de trein naar Nijmegen!! Vannacht begin ik als artsenchauffeur aan de Batavierenrace!! Heb d'r zin in!!!
R,Klaar op t station voor vertrek laat maar komen #batavierenrace #eindhoven
A,"RT @ConcepTTwente: Voor iedereen die meeloopt met de Batavierenrace: veel succes! En dan in het bijzonder natuurlijk nr. 112: zet 'm op, Be"
A,RT @Oranjewoud: Over een kleine 7 uur gaat de Batavierenrace weer van start. Oranjewoud wenst alle teams een goede race! Go-go-go en geniet!
A,De NS doet het eerste deel van de #batavierenrace en loopt nu al flink achter. Slechte estafetteoverdracht!
A,Richting Nijmegen voor #bata13 met oa @Xava88.
A,RT @alumniUT: Lopers Batavierenrace hebben al meer dan 8000 euro opgehaald! WB-alumnus Alfred Stobbelaar voert lopersklassement aan http://
A,Zojuist op na nijmegen voor de #batavierenrace
A,Zijn er Bata-lopers die wel wat energie kunnen gebruiken?  #MonsterEnergy komt naar je toe! #Batavierenrace #Bata13 http://t.co/iouibpnFFF
A,"Route guide,check. Raincoat,check. Headlamp,check. @batavierenrace, here I come! http://t.co/MjK03sam4x"
A,Met @gijsvofoto naar start van de 41e @Batavierenrace in Nijmegen. Straks weer een update op website @UTNieuws ! #batavierenrace
R,"Jadi, tim kami itu namanya team twintig (tim no.20), karena tahun ini adalah tahun ke 20 keikutsertaan fakultas kami di #Batavierenrace"
A,Welkom bij de Batavierenrace!
A,Dimulai dr jam 12 mlm sampe ke jam 6 sore dikemudiam hari nya. Jarak yg ditempuh masing2 pelari mulai dari 4-10km. #Batavierenrace
A,RT @RJMAKOM: Jaaa! De 1e startgroep van @DEMCON gaat bijna richting Nijmegen!! Mijn wekker staat om 02.15 uur..#batavierenrace #zinan!
A,H @Jvreeman en @gijsvofoto! Veel plezier straks in Nijmegen bij de start van #bata2013!
A,"RT @Gem_OIJ: Morgen komt #Batavierenrace, grootste studenten estafetteloop vd wereld, door OIJ. Herstart #DRUIndustriepark #Ulft, wisselpun"
A,Artinya 25 pelari harus berlari dan bersepeda di antara 25 etape tersebut. #Batavierenrace
A,RT @Jvreeman: Met @gijsvofoto naar start van de 41e @Batavierenrace in Nijmegen. Straks weer een update op website @UTNieuws ! #batavierenr
A,"Nog 4,5 uur tot de start van de #batavierenrace. Nog even nagenieten van vorig jaar? Lees #WP26 van de 40e bata via: http://t.co/vhyUIaE7mZ"
A,"Pelari yg menunggu atau sdh dpt giliran, di angkut pake bis oleh tim leader ke relay point selanjutnya. #Batavierenrace"
P,Onderweg naar Nijmegen voor de #Batavierenrace met de nachtploeg van IDN. Rond 1.30 uur aan de beurt voor 10 km. Wordt weer gezellig!
A,"RT @Gem_OIJ: Morgen komt #Batavierenrace, grootste studenten estafetteloop vd wereld, door OIJ. Herstart #DRUIndustriepark #Ulft, wisselpun"
A,Husband vertrekt zo richting Nijmegen voor de Batavierenrace naar UTwente
A,"Rute bis pengangkut juga ga sembarangan, hrs mengikuti rute yg ada dan mengikuti praturan2 lain seperti cara parkir dsb. #Batavierenrace"
A,"Diantara etape2 tsb, ada etape plg berat, dimana relay point nya di hutan lindung, dan g boleh ada bis pengangkut. #Batavierenrace"
A,"Di relay point tsb, pelari harus pindah jadi pesepeda dan sebaliknya. Masing2 menempuh jarak lebih dari 10K #Batavierenrace"
A,"Dan etape terakhir (7,1K) dari centrum Enschede ke Univ.Twente. Pelari tdk blh didampingi pesepeda,krn akn ada 350 pelari. #Batavierenrace"
A,"""O nee, toch weer op weg naar Nijmegen, met nog spierpijn en in mijn achterhoofd zo'n stemmetje wat schreeuwt:""WAAROM?!?"" #batavierenrace"""
A,Onderweg naar Nijmegen :-D #batavierenrace
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,@JoeyvanMaanen ik heb al eens meegelopen. #ochtendploeg! Met #onweer erbij! Nu mag jij! #batavierenrace
A,Zo laatste dingen voorbereiden. Straks ploegleiders bespreking en dan gaat het los.. #batavierenrace
A,Voor het eerst naar de @Batavierenrace zonder medewerkerstrui. Gek. Maar gelukkig nu vanwege een mooie samenwerking met de @eugames2014.
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
T,Team Antilopen is er weer klaar voor! #Batavierenrace http://t.co/RwsVusJ0qt
A,@RJMAKOM: Jaaa! De 1e startgroep van @DEMCON gaat bijna richting Nijmegen!! Mijn wekker staat om 02.15 uur..#batavierenrace #zinan!Succes!
A,Ben benieuwd welke bekenden ik vanavond nog tegenkom #sportcafe bij start #Batavierenrace Misschien @Rob_Vaessen ?
A,Uiteraard ben ik vanavond weer in het Sportcafe te vinden @avanlooijengoed ! Voor de elfde keer bij de start van de @batavierenrace.
A,Treinen naar Enschede. Gezellig 5 dagen bij Elise op bezoek:) met natuurlijk de Batavierenrace!
A,geweldige foto #uitretweet #batavierenrace #uttwente alle lopers toi toi toi http://t.co/x5MTWlxLQ4
A,"danku, vooral dat feest komt.goed   -) @mdasselaar  @Batavierenrace"
A,@Batavierenrace welke # gebruiken jullie voor de 41e batavierenrace? #bata2013?
A,"Iedereen bij de #BATA13, veel plezier en uithoudingsvermogen gewenst. @ru_nijmegen"
A,"RT @ONP_Nijmegen: Iedereen bij de #BATA13, veel plezier en uithoudingsvermogen gewenst."
A,@NTMPhoto Kom jij ook nog foto's maken vanavond #batavierenrace ? Drinken we een biertje op mijn kosten.
A,Morgenvroeg geen #WWEFM bij #TVEFM i.v.m. Batavierenrace. Zaterdag 4 mei van 08-10 uur zijn we er weer met Wakker Worden Enschede. FM 105.1
T,De training voor zondag 28 april is verplaatst naar de velden van vv Rigtersbleek i.v.m. de Batavierenrace op de UT.
P,"Slapen, wekker op 02.45 om mee te doen aan de #Batavierenrace!"
P,Dit weekend voor het eerst meelopen met de Batavierenrace. Ik ben benieuwd!
A,De 41ste editie van de Batavierenrace gaat vannacht om 00.00 uur van start. UT Nieuws is erbij en brengt updates... http://t.co/gsqIDyOw3u
A,foto van vorig jaar #batavierenrace http://t.co/BO2Lri5KUV
A,"Kan je #bataradio nog niet beluisteren op je #batavierenrace app, dan moet je 'm updaten!"
A,"@jasparov Werk ze nog. Moet zelf ook weer op pad, Batavierenrace...."
A,"Morgen derde #Batavierenrace! 7,6 kilometer door de Twentse jungle. #locoyolo #hardloopswag #gucci #enschedegangstercity"
A,Aangekomen in Nijmegen voor de start van de @batavierenrace. #GoTeamHabeDabeDebbeDoe
A,Succes en veel plezier!!@bassie54: Aangekomen in Nijmegen voor de start van de @batavierenrace. #GoTeamHabeDabeDebbeDoe
A,http://t.co/YbxkiCGcws we zijn er weer bij! @batavierenrace nog rustig in het Sportcafe. Verheug me nu alweer op feestje in Twente!
A,Aangekomen in nijmegen nu ff 3 uur wachten voor te start #batavierenrace http://t.co/g8DqaX5hXe
A,Nu is het dan eindelijk zo ver! #bataradio is live! Beluister ons via de #batavierenrace app en vanaf 10 uur bij TV Enschede FM: 105.1 FM
A,@Jvreeman @gijsvofoto @batavierenrace @utnieuws heel veel plezier
A,"Aangekomen in Enschede, slaapmatje laten liggen in de trein, vannacht om 4 uur opstaan en dan hop hop 5 km rennen! #batavierenrace"
A,Over luttele uren begint de #Batavierenrace in Nijmegen! #bata4life
T,De nachtgroep is onderweg naar Nijmegen! We zijn er klaar voor! #batavierenrace #buitengewoonnoordoostpolder
A,Vanavond slapen bij 'Huub's party centrum'. Morgen om 4.45 met de bus naar Ulft voor de #Batavierenrace
P,Op weg naar #Nijmegen voor de #Batavierenrace! #SNOTrunninteam
A,RT @wieberenze: Over luttele uren begint de #Batavierenrace in Nijmegen! #bata4life
A,"Bata 2013, ploegleider van ploeg 270, wie kan ik nog meer tegenkomen vandaag? #batavierenrace #bata2013"
A,"Helaas moet ik DWDDUniversity missen, maar ik doe wel mee met de Batavierenrace - duizenden studenten die hardlopen zonder reden."
A,"RT @ConcepTTwente: Voor iedereen die meeloopt met de Batavierenrace: veel succes! En dan in het bijzonder natuurlijk nr. 112: zet 'm op, Be"
A,RT @ffbusjehuren: Veel plezier @radiozsp @asvzhtc tijdens de batavierenrace en met het busje van @ffbusjehuren #trots #bata2013 http://t.co
A,Op naar Nijmegen voor de #Batavierenrace ik start om 0.00 :-) #zinin
A,"RT @aacatletiek: Morgen doen diverse AAC'ers mee aan de @Batavierenrace. @pietdereuver @BjornVen, Oskar"
A,People are setting up the camps around campus. The @batavierenrace is about to begin in few hours. @ http://t.co/f0ld5W7au5
A,Meldkamer in Enschede ook operationeel @Batavierenrace http://t.co/p4Ln890QSF
A,RT @ajuonline: People are setting up the camps around campus. The @batavierenrace is about to begin in few hours. @ http://t.co/f0ld5W7au5
A,"Icie, WS, Ciabata en eBart zijn ook al weer een hele tijd actief om de 41e @Batavierenrace goed te laten verlopen http://t.co/uceF9VU7zg"
A,The event flag with our @utwente_en flag via @Batavierenrace:  http://t.co/TbTMl08maI
A,@Loekie94 Na de finish van de Batavierenrace volgt het grootste studentenfeest van de Benelux..zijn er 13.000 studenten die uit hun dak gaan
A,Batavierenrace bijna van start. Buitengewoonnop voor plek 50! #zinin! #fb
P,Op weg naar #Nijmegen voor de #Batavierenrace! #SNOTrunningteam
A,RT @BITatUT: Participating in the #batavierenrace ? Download the #batabusjestracker and win some nice prizes! http://t.co/90Z9H3LDJ4
A,RT @jasperroes: Meldkamer in Enschede ook operationeel @Batavierenrace http://t.co/p4Ln890QSF
A,"Mag al los in de tweede etappe vannacht rond 00.30 uur, afzien! #batavierenrace #aclo #hardloperszijndoodlopers"
A,"Gezellige drukte, zo 's avonds laat in Nijmegen  -) #batavierenrace"
A,RT @HinkeBarry: #Batavierenrace Met zo'n 8500 deelnemende studenten is het de grootste estafetteloop ter wereld. #utwente
A,"Over 2 uur is het zover, dan klinkt het startschot van de Batavierenrace. Het grootste studentenevenement van... http://t.co/bLRSpWPtjV"
A,Aha. #batavierenrace. Daarom was het zo druk in de trein naar #Twente!
P,"Poging tot slapen, over 4 uur gaat de wekker alweer want we moeten echt ziek vroeg weg voor de #batavierenrace"
A,Succes @harmenhoek bij de #batavierenrace De temperatuur is een stuk lager dus jij nog sneller dan begin van deze week?
A,@K_tje succes/plezier/sterkte #batavierenrace
A,RT @bataradio: Nu is het dan eindelijk zo ver! #bataradio is live! Beluister ons via de #batavierenrace app en vanaf 10 uur bij TV Enschede
A,Vannacht lopen 2 kanjers van ons de Batavierenrace. Nogmaals heel veel plezier!
A,RT @AnkeWiegmans: Aha. #batavierenrace. Daarom was het zo druk in de trein naar #Twente!
A,Leuk sfeertje hier in Sportcentrum Nijmegen. Overal feestende of slapende studenten. 41e @batavierenrace begint bijna.
A,@hanneschmeits batavierenrace
A,"De A-team bus waarmee ik deze nacht team Daedalus de batavierenrace doorsleep, met sportstand op de automaat! http://t.co/3kQKbW6cqu"
P,"t KAG is helemaal klaar voor de Batavierenrace, voor deze lopers en fietsers veel succes gewenst! http://t.co/l4NEd4ECaN"
A,Start van de Batavierenrace (@ Universitair Sportcentrum w/ 5 others) http://t.co/p41bXY95pk
A,Batavierenrace 2013!! http://t.co/stVBeIz4gY
A,"Zometeen lopen bij de #Batavierenrace! Daarna direct naar huis  feest sla ik dit jaar over, morgen ng leukere dingen! :D #Bata"
A,Batavierenrace http://t.co/Va3nMgSHiX
A,Nieuw artikel: Batavierenrace op punt van beginnen http://t.co/NdvkbjBP5q
A,"RT @Batavierenrace: Het eerste officile moment heeft plaatsgevonden, de vlag in Enschede is gehesen! http://t.co/PPtPrw3u5C"
A,@Batavierenrace we zijn er klaar voor met @SNOTRunningteam
A,De laatste ploegleider instructies en dan is het aftellen tot de start van de #batavierenrace
A,"Verslagje uit Nijmegen, vlak voor start #Batavierenrace. Lopers @utsaxionteam liggen te slapen in t Sportcentrum. http://t.co/qwtJjchFOA"
A,http://t.co/0ZVGcR4HhG batavieren toi toi toi!!! http://t.co/6EEOPd3AKn
A,RT @UTNieuws: Nieuw artikel: Batavierenrace op punt van beginnen http://t.co/NdvkbjBP5q
A,RT @AnkeWiegmans: Aha. #batavierenrace. Daarom was het zo druk in de trein naar #Twente!
R,"Morgen 8,9km hardlopen voor de Batavierenrace, zin in het (grootste studenten-) feest daarna!"
A,RT @UTNieuws: Nieuw artikel: Batavierenrace op punt van beginnen http://t.co/NdvkbjBP5q
P,"#Batavierenrace, Demos is erbij! Lekker inpilzen in de #vestingbar dus!"
A,Overwinningen in #batavierenrace van '95 en '97 horen tot hoogtepunten mijn atletiek-loopbaan #tartantrappers
A,RT @UTNieuws: Nieuw artikel: Batavierenrace op punt van beginnen http://t.co/NdvkbjBP5q
A,Pijnlijke enkel tijdens lopen #Batavierenrace? Verstuikt? Koelen! Zoek #EHBO http://t.co/GblZ31gwhT
A,RT @HinkeBarry: #Batavierenrace Met zo'n 8500 deelnemende studenten is het de grootste estafetteloop ter wereld. #utwente
A,RT @HinkeBarry: #Batavierenrace Met zo'n 8500 deelnemende studenten is het de grootste estafetteloop ter wereld. #utwente
A,RT @HinkeBarry: #Batavierenrace Met zo'n 8500 deelnemende studenten is het de grootste estafetteloop ter wereld. #utwente
A,Mooi evenement!  RT @HinkeBarry: #Batavierenrace Met zo'n 8500 deelnemende studenten is het de grootste estafetteloop ter wereld. #utwente
A,Toch leuk die #bataradio! Soort van bij zijn en morgen dan toch maar mee feesten! #batavierenrace .
A,De 41ste #Batavierenrace - volg hem live via @bataradio bij #Enschede FM - luister live mee: http://t.co/YLLxtrgKwP #tvefm #bataradio #bata
A,Batavierenrace staat op het punt van beginnen.. pfuu om daar te mogen werken mis ik nu al!!
A,RT @tvefm: De 41ste #Batavierenrace - volg hem live via @bataradio bij #Enschede FM - luister live mee: http://t.co/YLLxtrgKwP #tvefm #bata
A,"Verdorie, @ESMGQuadrivium doet weer mee met de #Batavierenrace en ik ben er niet bij.. Dacht dat ik het niet zou missen."
A,In Nijmegen wachtend op de start van de Batavierenrace. Met de kikkers helemaal in too het groen van Aeolus! http://t.co/W5Jwvopvdy
A,Morgen vroeg uit de veren om de Batavierenrace door Ulft te zien komen met herstart op @DRU_IP Succes aan alle deelnemers &amp  #enjoy!
A,RT @tvefm: De 41ste #Batavierenrace - volg hem live via @bataradio bij #Enschede FM - luister live mee: http://t.co/YLLxtrgKwP #tvefm #bata
A,RT @tvefm: De 41ste #Batavierenrace - volg hem live via @bataradio bij #Enschede FM - luister live mee: http://t.co/YLLxtrgKwP #tvefm #bata
A,"Gezellig nog even drankjes gedaan na afloop! Nu richting huis, want morgenmiddag wacht de Batavierenrace :)"
P,"Klaarmaken voor de #batavierenrace wij zijn er klaar voor, stressennnn! Komop ru/han team! Komop bow nijmegen!"
A,Ik sta de hele nacht tussen de zwetende en lopende studenten! Nu in episch centum Nijmegen. Luister mee! #bataradio #batavierenrace
C,"Helaas ben ik er door blessure niet bij, maar veel succes aan team Sigma! #Bata #Batavierenrace #Bataradio"
A,"Als je moe bent van de Batavierenrace (aanmoedigen), moet je naar @CafeNDRGRND gaan. Prima plek om even te gaan feesten na zo'n race."
